"Category","Skill","Directory","Source","Description"
"其他通用 SaaS/API","qualaroo-automation","qualaroo-automation","用户安装","Automate Qualaroo tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","rafflys-automation","rafflys-automation","用户安装","Automate Rafflys tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","ragic-automation","ragic-automation","用户安装","Automate Ragic tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","raisely-automation","raisely-automation","用户安装","Automate Raisely tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","recallai-automation","recallai-automation","用户安装","Automate Recallai tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","refiner-automation","refiner-automation","用户安装","Automate Refiner tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","repairshopr-automation","repairshopr-automation","用户安装","Automate Repairshopr tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","reply-automation","reply-automation","用户安装","Automate Reply tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","resend-automation","resend-automation","用户安装","Automate Resend tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","retailed-automation","retailed-automation","用户安装","Automate Retailed tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","retently-automation","retently-automation","用户安装","Automate Retently tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","revolt-automation","revolt-automation","用户安装","Automate Revolt tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","rkvst-automation","rkvst-automation","用户安装","Automate Rkvst tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","rocketlane-automation","rocketlane-automation","用户安装","Automate Rocketlane tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","rosette-text-analytics-automation","rosette-text-analytics-automation","用户安装","Automate Rosette Text Analytics tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","sage-automation","sage-automation","用户安装","Automate Sage tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","satismeter-automation","satismeter-automation","用户安装","Automate Satismeter tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","seismic-automation","seismic-automation","用户安装","Automate Seismic tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","sendbird-automation","sendbird-automation","用户安装","Automate Sendbird tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","sendspark-automation","sendspark-automation","用户安装","Automate Sendspark tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","servicem8-automation","servicem8-automation","用户安装","Automate Servicem8 tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","shorten-rest-automation","shorten-rest-automation","用户安装","Automate Shorten Rest tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","short-io-automation","short-io-automation","用户安装","Automate Short IO tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","sidetracker-automation","sidetracker-automation","用户安装","Automate Sidetracker tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","simla-com-automation","simla-com-automation","用户安装","Automate Simla Com tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","simple-analytics-automation","simple-analytics-automation","用户安装","Automate Simple Analytics tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","simplesat-automation","simplesat-automation","用户安装","Automate Simplesat tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","skyfire-automation","skyfire-automation","用户安装","Automate Skyfire tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","splitwise-automation","splitwise-automation","用户安装","Automate Splitwise tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","spondyr-automation","spondyr-automation","用户安装","Automate Spondyr tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","stack-exchange-automation","stack-exchange-automation","用户安装","Automate Stack Exchange tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","stannp-automation","stannp-automation","用户安装","Automate Stannp tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","starton-automation","starton-automation","用户安装","Automate Starton tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","streamtime-automation","streamtime-automation","用户安装","Automate Streamtime tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","supadata-automation","supadata-automation","用户安装","Automate Supadata tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","survey_monkey-automation","survey_monkey-automation","用户安装","Automate SurveyMonkey tasks via Rube MCP (Composio): surveys, responses, collectors, and survey analytics. Always search tools first for current schemas."
"其他通用 SaaS/API","sympla-automation","sympla-automation","用户安装","Automate Sympla tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","taggun-automation","taggun-automation","用户安装","Automate Taggun tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","test-app-automation","test-app-automation","用户安装","Automate Test App tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","textit-automation","textit-automation","用户安装","Automate Textit tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","textrazor-automation","textrazor-automation","用户安装","Automate Textrazor tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","thanks-io-automation","thanks-io-automation","用户安装","Automate Thanks IO tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","timelink-automation","timelink-automation","用户安装","Automate Timelink tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","tinyurl-automation","tinyurl-automation","用户安装","Automate Tinyurl tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","tisane-automation","tisane-automation","用户安装","Automate Tisane tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","tpscheck-automation","tpscheck-automation","用户安装","Automate Tpscheck tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","triggercmd-automation","triggercmd-automation","用户安装","Automate Triggercmd tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","twocaptcha-automation","twocaptcha-automation","用户安装","Automate Twocaptcha tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","typless-automation","typless-automation","用户安装","Automate Typless tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","u301-automation","u301-automation","用户安装","Automate U301 tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","updown-io-automation","updown-io-automation","用户安装","Automate Updown IO tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","userlist-automation","userlist-automation","用户安装","Automate Userlist tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","venly-automation","venly-automation","用户安装","Automate Venly tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","vero-automation","vero-automation","用户安装","Automate Vero tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","wachete-automation","wachete-automation","用户安装","Automate Wachete tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","webvizio-automation","webvizio-automation","用户安装","Automate Webvizio tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","whautomate-automation","whautomate-automation","用户安装","Automate Whautomate tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","winston-ai-automation","winston-ai-automation","用户安装","Automate Winston AI tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","wit-ai-automation","wit-ai-automation","用户安装","Automate Wit AI tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","workiom-automation","workiom-automation","用户安装","Automate Workiom tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","yandex-automation","yandex-automation","用户安装","Automate Yandex tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","y-gy-automation","y-gy-automation","用户安装","Automate Y Gy tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","zenserp-automation","zenserp-automation","用户安装","Automate Zenserp tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","zeplin-automation","zeplin-automation","用户安装","Automate Zeplin tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","zoho_mail-automation","zoho_mail-automation","用户安装","Automate Zoho Mail tasks via Rube MCP (Composio): email sending, folders, labels, and mailbox management. Always search tools first for current schemas."
"其他通用 SaaS/API","zoho-automation","zoho-automation","用户安装","Automate Zoho tasks via Rube MCP (Composio). Always search tools first for current schemas."
"其他通用 SaaS/API","zoho-mail-automation","zoho-mail-automation","用户安装","Automate Zoho Mail tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","accelo-automation","accelo-automation","用户安装","Automate Accelo tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","aero-workflow-automation","aero-workflow-automation","用户安装","Automate Aero Workflow tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","appointo-automation","appointo-automation","用户安装","Automate Appointo tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","Ashby Automation","ashby-automation","用户安装","Automate recruiting and hiring workflows in Ashby -- manage candidates, jobs, applications, interviews, and notes through natural language commands."
"人力资源、招聘与工时","async-interview-automation","async-interview-automation","用户安装","Automate Async Interview tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","breezy-hr-automation","breezy-hr-automation","用户安装","Automate Breezy HR tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","cats-automation","cats-automation","用户安装","Automate Cats tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","Clockify Automation","clockify-automation","用户安装","Automate time tracking workflows in Clockify -- create and manage time entries, workspaces, and users through natural language commands."
"人力资源、招聘与工时","deel-automation","deel-automation","用户安装","Automate Deel tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","desktime-automation","desktime-automation","用户安装","Automate Desktime tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","everhour-automation","everhour-automation","用户安装","Automate Everhour tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","factorial-automation","factorial-automation","用户安装","Automate Factorial tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","Harvest Automation","harvest-automation","用户安装","Automate time tracking, project management, and invoicing workflows in Harvest -- log hours, manage projects, clients, and tasks through natural language commands."
"人力资源、招聘与工时","icims-talent-cloud-automation","icims-talent-cloud-automation","用户安装","Automate Icims Talent Cloud tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","jobnimbus-automation","jobnimbus-automation","用户安装","Automate Jobnimbus tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","Lever Automation","lever-automation","用户安装","Automate recruiting workflows in Lever ATS -- manage opportunities, job postings, requisitions, pipeline stages, and candidate tags through the Composio Lever integration."
"人力资源、招聘与工时","leverly-automation","leverly-automation","用户安装","Automate Leverly tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","lever-sandbox-automation","lever-sandbox-automation","用户安装","Automate Lever Sandbox tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","magnetic-automation","magnetic-automation","用户安装","Automate Magnetic tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","maintainx-automation","maintainx-automation","用户安装","Automate Maintainx tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","moco-automation","moco-automation","用户安装","Automate Moco tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","recruitee-automation","recruitee-automation","用户安装","Automate Recruitee tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","rippling-automation","rippling-automation","用户安装","Automate Rippling tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","safetyculture-automation","safetyculture-automation","用户安装","Automate Safetyculture tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","sap-successfactors-automation","sap-successfactors-automation","用户安装","Automate SAP SuccessFactors tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","smartrecruiters-automation","smartrecruiters-automation","用户安装","Automate Smartrecruiters tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","tailored-resume-generator","tailored-resume-generator","用户安装","Analyzes job descriptions and generates tailored resumes that highlight relevant experience, skills, and achievements to maximize interview chances"
"人力资源、招聘与工时","talenthr-automation","talenthr-automation","用户安装","Automate Talenthr tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","teamcamp-automation","teamcamp-automation","用户安装","Automate Teamcamp tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","timecamp-automation","timecamp-automation","用户安装","Automate Timecamp tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","timely-automation","timely-automation","用户安装","Automate Timely tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","Toggl Automation","toggl-automation","用户安装","Automate time tracking workflows in Toggl Track -- create time entries, manage projects, clients, tags, and workspaces through natural language commands."
"人力资源、招聘与工时","workable-automation","workable-automation","用户安装","Automate Workable tasks via Rube MCP (Composio). Always search tools first for current schemas."
"人力资源、招聘与工时","Workday Automation","workday-automation","用户安装","Automate HR operations in Workday -- manage workers, time off requests, absence balances, and employee data through natural language commands."
"人力资源、招聘与工时","worksnaps-automation","worksnaps-automation","用户安装","Automate Worksnaps tasks via Rube MCP (Composio). Always search tools first for current schemas."
"生产力、协作与知识管理","beeminder-automation","beeminder-automation","用户安装","Automate Beeminder tasks via Rube MCP (Composio). Always search tools first for current schemas."
"生产力、协作与知识管理","boxhero-automation","boxhero-automation","用户安装","Automate Boxhero tasks via Rube MCP (Composio). Always search tools first for current schemas."
"生产力、协作与知识管理","dovetail-automation","dovetail-automation","用户安装","Automate Dovetail tasks via Rube MCP (Composio). Always search tools first for current schemas."
"生产力、协作与知识管理","fibery-automation","fibery-automation","用户安装","Automate Fibery tasks via Rube MCP (Composio). Always search tools first for current schemas."
"生产力、协作与知识管理","google-admin-automation","google-admin-automation","用户安装","Automate Google Workspace Admin tasks via Rube MCP (Composio): manage users, groups, memberships, suspend accounts, create users, add aliases. Always search tools first for current schemas."
"生产力、协作与知识管理","googleslides-automation","googleslides-automation","用户安装","Automate Google Slides tasks via Rube MCP (Composio): create presentations, add slides from Markdown, batch update, copy from templates, get thumbnails. Always search tools first for current schemas."
"生产力、协作与知识管理","googletasks-automation","googletasks-automation","用户安装","Automate Google Tasks via Rube MCP (Composio): create, list, update, delete, move, and bulk-insert tasks and task lists. Always search tools first for current schemas."
"生产力、协作与知识管理","grist-automation","grist-automation","用户安装","Automate Grist tasks via Rube MCP (Composio). Always search tools first for current schemas."
"生产力、协作与知识管理","habitica-automation","habitica-automation","用户安装","Automate Habitica tasks via Rube MCP (Composio). Always search tools first for current schemas."
"生产力、协作与知识管理","listennotes-automation","listennotes-automation","用户安装","Automate Listennotes tasks via Rube MCP (Composio). Always search tools first for current schemas."
"生产力、协作与知识管理","mem0-automation","mem0-automation","用户安装","Automate Mem0 tasks via Rube MCP (Composio). Always search tools first for current schemas."
"生产力、协作与知识管理","mem-automation","mem-automation","用户安装","Automate Mem tasks via Rube MCP (Composio). Always search tools first for current schemas."
"生产力、协作与知识管理","Microsoft Clarity Automation","microsoft-clarity-automation","用户安装","Automate user behavior analytics with Microsoft Clarity -- export heatmap data, session metrics, and engagement analytics segmented by browser, device, country, source, and more through the Composio Microsoft Clarity integration."
"生产力、协作与知识管理","microsoft_clarity-automation","microsoft_clarity-automation","用户安装","Automate Microsoft Clarity tasks via Rube MCP (Composio): session recordings, heatmaps, and user behavior analytics. Always search tools first for current schemas."
"生产力、协作与知识管理","microsoft-tenant-automation","microsoft-tenant-automation","用户安装","Automate Microsoft Tenant tasks via Rube MCP (Composio). Always search tools first for current schemas."
"生产力、协作与知识管理","mural-automation","mural-automation","用户安装","Automate Mural tasks via Rube MCP (Composio). Always search tools first for current schemas."
"生产力、协作与知识管理","notion-knowledge-capture","notion-knowledge-capture","用户安装","Capture conversations and decisions into structured Notion pages; use when turning chats/notes into wiki entries, how-tos, decisions, or FAQs with proper linking."
"生产力、协作与知识管理","notion-spec-to-implementation","notion-spec-to-implementation","用户安装","Turn Notion specs into implementation plans, tasks, and progress tracking; use when implementing PRDs/feature specs and creating Notion plans + tasks from them."
"生产力、协作与知识管理","short-menu-automation","short-menu-automation","用户安装","Automate Short Menu tasks via Rube MCP (Composio). Always search tools first for current schemas."
"生产力、协作与知识管理","ticktick-automation","ticktick-automation","用户安装","Automate Ticktick tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","abstract-automation","abstract-automation","用户安装","Automate Abstract tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","agenty-automation","agenty-automation","用户安装","Automate Agenty tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","alpha-vantage-automation","alpha-vantage-automation","用户安装","Automate Alpha Vantage tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","amazon-automation","amazon-automation","用户安装","Automate Amazon tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","api-bible-automation","api-bible-automation","用户安装","Automate API Bible tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","Apify Automation","apify-automation","用户安装","Automate web scraping and data extraction with Apify -- run Actors, manage datasets, create reusable tasks, and retrieve crawl results through the Composio Apify integration."
"数据、搜索、采集与研究","api-ninjas-automation","api-ninjas-automation","用户安装","Automate API Ninjas tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","beaconchain-automation","beaconchain-automation","用户安装","Automate Beaconchain tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","bestbuy-automation","bestbuy-automation","用户安装","Automate Bestbuy tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","bitquery-automation","bitquery-automation","用户安装","Automate Bitquery tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","brandfetch-automation","brandfetch-automation","用户安装","Automate Brandfetch tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","browseai-automation","browseai-automation","用户安装","Automate Browseai tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","browser-tool-automation","browser-tool-automation","用户安装","Automate Browser Tool tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","builtwith-automation","builtwith-automation","用户安装","Automate Builtwith tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","census-bureau-automation","census-bureau-automation","用户安装","Automate Census Bureau tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","coinmarketcap-automation","coinmarketcap-automation","用户安装","Automate Coinmarketcap tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","coinranking-automation","coinranking-automation","用户安装","Automate Coinranking tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","currents-api-automation","currents-api-automation","用户安装","Automate Currents API tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","dictionary-api-automation","dictionary-api-automation","用户安装","Automate Dictionary API tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","diffbot-automation","diffbot-automation","用户安装","Automate Diffbot tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","dromo-automation","dromo-automation","用户安装","Automate Dromo tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","eodhd-apis-automation","eodhd-apis-automation","用户安装","Automate Eodhd Apis tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","exa-automation","exa-automation","用户安装","Automate Exa tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","finage-automation","finage-automation","用户安装","Automate Finage tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","Firecrawl Automation","firecrawl-automation","用户安装","Automate web crawling and data extraction with Firecrawl -- scrape pages, crawl sites, extract structured data, batch scrape URLs, and map website structures through the Composio Firecrawl integration."
"数据、搜索、采集与研究","geoapify-automation","geoapify-automation","用户安装","Automate Geoapify tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","gigasheet-automation","gigasheet-automation","用户安装","Automate Gigasheet tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","hackernews-automation","hackernews-automation","用户安装","Automate Hackernews tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","junglescout-automation","junglescout-automation","用户安装","Automate Junglescout tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","kadoa-automation","kadoa-automation","用户安装","Automate Kadoa tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","kaggle-automation","kaggle-automation","用户安装","Automate Kaggle tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","linkup-automation","linkup-automation","用户安装","Automate Linkup tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","mboum-automation","mboum-automation","用户安装","Automate Mboum tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","nasa-automation","nasa-automation","用户安装","Automate Nasa tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","nasdaq-automation","nasdaq-automation","用户安装","Automate Nasdaq tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","news-api-automation","news-api-automation","用户安装","Automate News API tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","openweather-api-automation","openweather-api-automation","用户安装","Automate Openweather API tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","parsehub-automation","parsehub-automation","用户安装","Automate Parsehub tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","parsera-automation","parsera-automation","用户安装","Automate Parsera tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","parseur-automation","parseur-automation","用户安装","Automate Parseur tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","perigon-automation","perigon-automation","用户安装","Automate Perigon tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","polygon-automation","polygon-automation","用户安装","Automate Polygon tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","polygon-io-automation","polygon-io-automation","用户安装","Automate Polygon IO tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","remote-retrieval-automation","remote-retrieval-automation","用户安装","Automate Remote Retrieval tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","scrape-do-automation","scrape-do-automation","用户安装","Automate Scrape Do tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","scrapegraph-ai-automation","scrapegraph-ai-automation","用户安装","Automate Scrapegraph AI tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","scrapfly-automation","scrapfly-automation","用户安装","Automate Scrapfly tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","scrapingant-automation","scrapingant-automation","用户安装","Automate Scrapingant tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","scrapingbee-automation","scrapingbee-automation","用户安装","Automate Scrapingbee tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","semanticscholar-automation","semanticscholar-automation","用户安装","Automate Semanticscholar tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","serpapi-automation","serpapi-automation","用户安装","Automate Serpapi tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","serpdog-automation","serpdog-automation","用户安装","Automate Serpdog tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","serply-automation","serply-automation","用户安装","Automate Serply tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","tavily-automation","tavily-automation","用户安装","Automate Tavily tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","token-metrics-automation","token-metrics-automation","用户安装","Automate Token Metrics tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","twelve-data-automation","twelve-data-automation","用户安装","Automate Twelve Data tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","webscraping-ai-automation","webscraping-ai-automation","用户安装","Automate Webscraping AI tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","yousearch-automation","yousearch-automation","用户安装","Automate Yousearch tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","zenrows-automation","zenrows-automation","用户安装","Automate Zenrows tasks via Rube MCP (Composio). Always search tools first for current schemas."
"数据、搜索、采集与研究","zyte-api-automation","zyte-api-automation","用户安装","Automate Zyte API tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","accredible-certificates-automation","accredible-certificates-automation","用户安装","Automate Accredible Certificates tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","affinda-automation","affinda-automation","用户安装","Automate Affinda tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","algodocs-automation","algodocs-automation","用户安装","Automate Algodocs tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","api2pdf-automation","api2pdf-automation","用户安装","Automate Api2pdf tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","apitemplate-io-automation","apitemplate-io-automation","用户安装","Automate Apitemplate IO tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","boldsign-automation","boldsign-automation","用户安装","Automate Boldsign tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","boloforms-automation","boloforms-automation","用户安装","Automate Boloforms tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","byteforms-automation","byteforms-automation","用户安装","Automate Byteforms tasks via Rube MCP (Composio). Always search tools first for current schemas."
"文档、PDF、表单与签署","cabinpanda-automation","cabinpanda-automation","用户安装","Automate Cabinpanda tasks via Rube MCP (Composio). Always search tools first for current schemas."
